Employee_ID,Employee_Name,Department,Manager_ID,Region_ID,Hire_Date,Monthly_Salary,Status
E00383,Arjun Rao,Operations,E00004,R004,2025-09-19,82500,Active
E00384,Vijay Kumar,Marketing,E00005,R005,2025-09-20,85000,Active
E00385,Karthik Raj,Sales,E00006,R006,2025-09-21,87500,Active
E00386,Anitha Iyer,Operations,E00007,R007,2025-09-22,90000,Active
E00387,Vijay Kumar,Finance,E00008,R008,2025-09-23,92500,Active
E00388,Priya Nair,Marketing,E00009,R009,2025-09-24,95000,Active
E00389,Vijay Kumar,Sales,E00010,R010,2025-09-25,97500,Active
E00390,Divya Menon,Marketing,E00001,R011,2025-09-26,25000,Active
E00391,Aarav Sharma,Marketing,E00002,R012,2025-09-27,27500,Active
E00392,Karthik Raj,Finance,E00003,R013,2025-09-28,30000,Active
E00393,Meera Patel,Finance,E00004,R014,2025-09-29,32500,Active
E00394,Rahul Verma,Marketing,E00005,R015,2025-09-30,35000,Active
E00395,Meera Patel,Finance,E00006,R016,2025-10-01,37500,Active
E00396,Vijay Kumar,Operations,E00007,R017,2025-10-02,40000,Active
E00397,Priya Nair,Finance,E00008,R018,2025-10-03,42500,Active
E00398,Vijay Kumar,Customer Support,E00009,R019,2025-10-04,45000,Active
E00399,Anitha Iyer,Finance,E00010,R020,2025-10-05,47500,Active
E00400,Priya Nair,Sales,E00001,R001,2025-10-06,50000,Active
E00401,Anitha Iyer,Operations,E00002,R002,2025-10-07,52500,Active
E00402,Meera Patel,Customer Support,E00003,R003,2025-10-08,55000,Active
E00403,Arjun Rao,Finance,E00004,R004,2025-10-09,57500,Active
E00404,Aarav Sharma,Sales,E00005,R005,2025-10-10,60000,Active
E00405,Rahul Verma,Sales,E00006,R006,2025-10-11,62500,Active
E00406,Arjun Rao,Marketing,E00007,R007,2025-10-12,65000,Active
E00407,Divya Menon,Customer Support,E00008,R008,2025-10-13,67500,Active
E00408,Meera Patel,Marketing,E00009,R009,2025-10-14,70000,Active
E00409,Arjun Rao,Finance,E00010,R010,2025-10-15,72500,Active
E00410,Rahul Verma,Finance,E00001,R011,2025-10-16,75000,Active
E00411,Divya Menon,Customer Support,E00002,R012,2025-10-17,77500,Active
E00412,Priya Nair,Operations,E00003,R013,2025-10-18,80000,Active
E00413,Aarav Sharma,Marketing,E00004,R014,2025-10-19,82500,Active
E00414,Arjun Rao,Operations,E00005,R015,2025-10-20,85000,Active
E00415,Rahul Verma,Customer Support,E00006,R016,2025-10-21,87500,Active
E00416,Meera Patel,Customer Support,E00007,R017,2025-10-22,90000,Active
E00417,Vijay Kumar,Finance,E00008,R018,2025-10-23,92500,Active
E00418,Divya Menon,Marketing,E00009,R019,2025-10-24,95000,Active
E00419,Vijay Kumar,Finance,E00010,R020,2025-10-25,97500,Active
E00420,Divya Menon,Customer Support,E00001,R001,2025-10-26,25000,Active
E00421,Meera Patel,Sales,E00002,R002,2025-10-27,27500,Active
E00422,Neha Singh,Finance,E00003,R003,2025-10-28,30000,Active
E00423,Priya Nair,Operations,E00004,R004,2025-10-29,32500,Inactive
E00424,Arjun Rao,Operations,E00005,R005,2025-10-30,35000,Active
E00425,Vijay Kumar,Sales,E00006,R006,2025-10-31,37500,Active
E00426,Anitha Iyer,Operations,E00007,R007,2025-11-01,40000,Active
E00427,Aarav Sharma,Sales,E00008,R008,2025-11-02,42500,Active
E00428,Priya Nair,Marketing,E00009,R009,2025-11-03,45000,Active
E00429,Rahul Verma,Customer Support,E00010,R010,2025-11-04,47500,Active
E00430,Anitha Iyer,Operations,E00001,R011,2025-11-05,50000,Active
E00431,Meera Patel,Operations,E00002,R012,2025-11-06,52500,Active
E00432,Vijay Kumar,Customer Support,E00003,R013,2025-11-07,55000,Active
E00433,Rahul Verma,Sales,E00004,R014,2025-11-08,57500,Active
E00434,Anitha Iyer,Finance,E00005,R015,2025-11-09,60000,Active
E00435,Arjun Rao,Finance,E00006,R016,2025-11-10,62500,Active
E00436,Priya Nair,Customer Support,E00007,R017,2025-11-11,65000,Active
E00437,Aarav Sharma,Finance,E00008,R018,2025-11-12,67500,Active
E00438,Arjun Rao,Customer Support,E00009,R019,2025-11-13,70000,Active
E00439,Priya Nair,Sales,E00010,R020,2025-11-14,72500,Active
E00440,Rahul Verma,Operations,E00001,R001,2025-11-15,75000,Active
E00441,Divya Menon,Operations,E00002,R002,2025-11-16,77500,Active
E00442,Neha Singh,Sales,E00003,R003,2025-11-17,80000,Active
E00443,Karthik Raj,Sales,E00004,R004,2025-11-18,82500,Active
E00444,Rahul Verma,Finance,E00005,R005,2025-11-19,85000,Active
E00445,Vijay Kumar,Customer Support,E00006,R006,2025-11-20,87500,Active
E00446,Vijay Kumar,Finance,E00007,R007,2025-11-21,90000,Active
E00447,Karthik Raj,Customer Support,E00008,R008,2025-11-22,92500,Active
E00448,Anitha Iyer,Operations,E00009,R009,2025-11-23,95000,Active
E00449,Priya Nair,Sales,E00010,R010,2025-11-24,97500,Active
E00450,Meera Patel,Operations,E00001,R011,2025-11-25,25000,Active
E00451,Priya Nair,Sales,E00002,R012,2025-11-26,27500,Active
E00452,Divya Menon,Customer Support,E00003,R013,2025-11-27,30000,Active
E00453,Anitha Iyer,Sales,E00004,R014,2025-11-28,32500,Active
E00454,Anitha Iyer,Marketing,E00005,R999,2025-11-29,35000,Active
E00455,Rahul Verma,Customer Support,E00006,R016,2025-11-30,37500,Active
E00456,Anitha Iyer,Customer Support,E00007,R017,2025-12-01,40000,Active
E00457,Meera Patel,Operations,E00008,R018,2025-12-02,42500,Active
E00458,Aarav Sharma,Operations,E00009,R019,2025-12-03,45000,Active
E00459,Karthik Raj,Sales,E00010,R020,2025-12-04,47500,Active
E00460,Rahul Verma,Sales,E00001,R001,2025-12-05,50000,Active
E00461,Karthik Raj,Finance,E00002,R002,2025-12-06,52500,Active
E00462,Meera Patel,Customer Support,E00003,R003,2025-12-07,55000,Active
E00463,Meera Patel,Finance,E00004,R004,2025-12-08,57500,Active
E00464,Neha Singh,Finance,E00005,R005,2025-12-09,60000,Active
E00465,Vijay Kumar,Finance,E00006,R006,2025-12-10,62500,Active
E00466,Arjun Rao,Customer Support,E00007,R007,2025-12-11,65000,Active
E00467,Meera Patel,Customer Support,E00008,R008,2025-12-12,67500,Active
E00468,Meera Patel,Finance,E00009,R009,2025-12-13,70000,Active
E00469,Vijay Kumar,Sales,E00010,R010,2025-12-14,72500,Active
E00470,Aarav Sharma,Customer Support,E00001,R011,2025-12-15,75000,Inactive
E00471,Arjun Rao,Sales,E00002,R012,2025-12-16,77500,Active
E00472,Meera Patel,Marketing,E00003,R013,2025-12-17,80000,Active
E00473,Neha Singh,Marketing,E00004,R014,2025-12-18,82500,Active
E00474,Rahul Verma,Marketing,E00005,R015,2025-12-19,85000,Active
E00475,Meera Patel,Operations,E00006,R016,2025-12-20,87500,Active
E00476,Arjun Rao,Finance,E00007,R017,2025-12-21,90000,Active
E00477,Karthik Raj,Operations,E00008,R018,2025-12-22,92500,Active
E00478,Aarav Sharma,Finance,E00009,R019,2025-12-23,95000,Active
E00479,Divya Menon,Operations,E00010,R020,2025-12-24,97500,Active
E00480,Divya Menon,Operations,E00001,R001,2025-12-25,25000,Active
E00481,Rahul Verma,Sales,E00002,R002,2025-12-26,27500,Active
E00482,Meera Patel,Finance,E00003,R003,2025-12-27,30000,Active
E00483,Karthik Raj,Marketing,E00004,R004,2025-12-28,32500,Active
E00484,Rahul Verma,Sales,E00005,R005,2025-12-29,35000,Active
E00485,Arjun Rao,Marketing,E00006,R006,2025-12-30,37500,Active
E00486,Priya Nair,Sales,E00007,R007,2025-12-31,40000,Active
E00487,Priya Nair,Marketing,E00008,R008,2026-01-01,42500,Active
E00488,Aarav Sharma,Customer Support,E00009,R009,2026-01-02,45000,Active
E00489,Neha Singh,Finance,E00010,R010,2026-01-03,47500,Active
E00490,Divya Menon,Sales,E00001,R011,2026-01-04,50000,Active
E00491,Priya Nair,Sales,E00002,R012,2026-01-05,52500,Active
E00492,Rahul Verma,Operations,E00003,R013,2026-01-06,55000,Active
E00493,Arjun Rao,Operations,E00004,R014,2026-01-07,57500,Active
E00494,Divya Menon,Sales,E00005,R015,2026-01-08,60000,Active
E00495,Meera Patel,Finance,E00006,R016,2026-01-09,62500,Active
E00496,Priya Nair,Finance,E00007,R017,2026-01-10,65000,Active
E00497,Karthik Raj,Operations,E00008,R018,2026-01-11,67500,Active
E00498,Neha Singh,Marketing,E00009,R019,2026-01-12,70000,Active
E00499,Vijay Kumar,Operations,E00010,R020,2026-01-13,72500,Active
E00500,Priya Nair,Sales,E00001,R001,2026-01-14,75000,Active
