"Customer_ID","Customer_Name","Email","Phone","Join_Date","City","State","Region_ID","Customer_Type","Credit_Limit","Status"
"C000586","Vijay Kumar","customer586@example.com","9000000586","2026-04-10","City 106","Gujarat","R007","SMB","200000","Active"
"C000587","Vijay Kumar","customer587@example.com","9000000587","2026-04-11","City 107","Kerala","R008","Retail","225000","Active"
"C000588","Divya Menon","customer588@example.com","9000000588","2026-04-12","City 108","Rajasthan","R009","SMB","250000","Active"
"C000589","Priya Nair","customer589@example.com","9000000589","2026-04-13","City 109","Uttar Pradesh","R010","Retail","275000","Inactive"
"C000590","Arjun Rao","customer590@example.com","9000000590","2026-04-14","City 110","Karnataka","R011","Enterprise","300000","Active"
"C000591","Karthik Raj","customer591@example.com","9000000591","2026-04-15","City 111","Tamil Nadu","R012","Retail","325000","Active"
"C000592","Karthik Raj","customer592@example.com","9000000592","2026-04-16","City 112","Maharashtra","R013","SMB","350000","Active"
"C000593","Vijay Kumar","customer593@example.com","9000000593","2026-04-17","City 113","Delhi","R014","SMB","375000","Active"
"C000594","Neha Singh","customer594@example.com","9000000594","2026-04-18","City 114","West Bengal","R015","Enterprise","400000","Active"
"C000595","Divya Menon","customer595@example.com","9000000595","2026-04-19","City 115","Telangana","R016","Retail","425000","Active"
"C000596","Meera Patel","customer596@example.com","9000000596","2026-04-20","City 116","Gujarat","R017","Enterprise","450000","Active"
"C000597","Anitha Iyer","customer597@example.com","9000000597","2026-04-21","City 117","Kerala","R018","Retail","475000","Active"
"C000598","Neha Singh","customer598@example.com","9000000598","2026-04-22","City 118","Rajasthan","R019","Retail","500000","Active"
"C000599","Arjun Rao","customer599@example.com","9000000599","2026-04-23","City 119","Uttar Pradesh","R020","Enterprise","525000","Active"
"C000600","Neha Singh","customer600@example.com","9000000600","2026-04-24","City 0","Karnataka","R001","Enterprise","50000","Active"
"C000601","Neha Singh","customer601@example.com","9000000601","2026-04-25","City 1","Tamil Nadu","R002","Enterprise","75000","Active"
"C000602","Neha Singh","customer602@example.com","9000000602","2026-04-26","City 2","Maharashtra","R003","SMB","100000","Active"
"C000603","Anitha Iyer","customer603@example.com","9000000603","2026-04-27","City 3","Delhi","R004","SMB","125000","Active"
"C000604","Rahul Verma","customer604@example.com","9000000604","2026-04-28","City 4","West Bengal","R005","Retail","150000","Active"
"C000605","Divya Menon","customer605@example.com","9000000605","2026-04-29","City 5","Telangana","R006","Enterprise","175000","Active"
"C000606","Divya Menon","customer606@example.com","9000000606","2026-04-30","City 6","Gujarat","R007","SMB","200000","Active"
"C000607","Vijay Kumar","customer607@example.com","9000000607","2026-05-01","City 7","Kerala","R008","Retail","225000","Active"
"C000608","Neha Singh","customer608@example.com","9000000608","2026-05-02","City 8","Rajasthan","R009","Retail","250000","Active"
"C000609","Meera Patel","customer609@example.com","9000000609","2026-05-03","City 9","Uttar Pradesh","R010","Retail","275000","Active"
"C000610","Neha Singh","customer610@example.com","9000000610","2026-05-04","City 10","Karnataka","R011","SMB","300000","Active"
"C000611","Karthik Raj","customer611@example.com","9000000611","2026-05-05","City 11","Tamil Nadu","R012","Enterprise","325000","Active"
"C000612","Karthik Raj","customer612@example.com","9000000612","2026-05-06","City 12","Maharashtra","R013","SMB","350000","Active"
"C000613","Anitha Iyer","customer613@example.com","9000000613","2026-05-07","City 13","Delhi","R999","Enterprise","375000","Active"
"C000614","Aarav Sharma","customer614@example.com","9000000614","2026-05-08","City 14","West Bengal","R015","Enterprise","400000","Active"
"C000615","Vijay Kumar","customer615@example.com","9000000615","2026-05-09","City 15","Telangana","R016","Retail","425000","Active"
"C000616","Meera Patel","customer616@example.com","9000000616","2026-05-10","City 16","Gujarat","R017","SMB","450000","Active"
"C000617","Vijay Kumar","customer617@example.com","9000000617","2026-05-11","City 17","Kerala","R018","SMB","475000","Active"
"C000618","Arjun Rao","customer618@example.com","9000000618","2026-05-12","City 18","Rajasthan","R019","SMB","500000","Active"
"C000619","Meera Patel","customer619@example.com","9000000619","2026-05-13","City 19","Uttar Pradesh","R020","Enterprise","525000","Active"
"C000620","Arjun Rao","customer620@example.com","9000000620","2026-05-14","City 20","Karnataka","R001","Retail","50000","Inactive"
"C000621","Vijay Kumar","customer621@example.com","9000000621","2026-05-15","City 21","Tamil Nadu","R002","Enterprise","75000","Active"
"C000622","Rahul Verma","customer622@example.com","9000000622","2026-05-16","City 22","Maharashtra","R003","Retail","100000","Active"
"C000623","Neha Singh","customer623@example.com","9000000623","2026-05-17","City 23","Delhi","R004","Retail","125000","Active"
"C000624","Anitha Iyer","customer624@example.com","9000000624","2026-05-18","City 24","West Bengal","R005","SMB","150000","Active"
"C000625","Aarav Sharma","customer625@example.com","9000000625","2026-05-19","City 25","Telangana","R006","Retail","175000","Active"
"C000626","Divya Menon","customer626@example.com","9000000626","2026-05-20","City 26","Gujarat","R007","Enterprise","200000","Active"
"C000627","Arjun Rao","customer627@example.com","9000000627","2026-05-21","City 27","Kerala","R008","SMB","225000","Active"
"C000628","Arjun Rao","customer628@example.com","9000000628","2026-05-22","City 28","Rajasthan","R009","Enterprise","250000","Active"
"C000629","Arjun Rao","customer629@example.com","9000000629","2026-05-23","City 29","Uttar Pradesh","R010","SMB","275000","Active"
"C000630","Priya Nair","customer630@example.com","9000000630","2026-05-24","City 30","Karnataka","R011","Retail","300000","Active"
"C000631","Divya Menon","customer631@example.com","9000000631","2026-05-25","City 31","Tamil Nadu","R012","SMB","325000","Active"
"C000632","Anitha Iyer","customer632@example.com","9000000632","2026-05-26","City 32","Maharashtra","R013","Enterprise","350000","Active"
"C000633","Neha Singh","customer633@example.com","9000000633","2026-05-27","City 33","Delhi","R014","Enterprise","375000","Active"
"C000634","Karthik Raj","customer634@example.com","9000000634","2026-05-28","City 34","West Bengal","R015","SMB","400000","Active"
"C000635","Neha Singh","customer635@example.com","9000000635","2026-05-29","City 35","Telangana","R016","SMB","425000","Active"
"C000636","Arjun Rao","customer636@example.com","9000000636","2026-05-30","City 36","Gujarat","R017","Retail","450000","Active"
"C000637","Priya Nair","customer637@example.com","9000000637","2026-05-31","City 37","Kerala","R018","Enterprise","475000","Active"
"C000638","Rahul Verma","customer638@example.com","9000000638","2026-06-01","City 38","Rajasthan","R019","SMB","500000","Active"
"C000639","Priya Nair","customer639@example.com","9000000639","2026-06-02","City 39","Uttar Pradesh","R020","Enterprise","525000","Active"
"C000640","Aarav Sharma","customer640@example.com","9000000640","2026-06-03","City 40","Karnataka","R001","SMB","50000","Active"
"C000641","Vijay Kumar","customer641@example.com","9000000641","2026-06-04","City 41","Tamil Nadu","R002","Enterprise","75000","Active"
"C000642","Aarav Sharma","customer642@example.com","9000000642","2026-06-05","City 42","Maharashtra","R003","Enterprise","100000","Active"
"C000643","Arjun Rao","customer643@example.com","9000000643","2026-06-06","City 43","Delhi","R004","SMB","125000","Active"
"C000644","Karthik Raj","customer644@example.com","9000000644","2026-06-07","City 44","West Bengal","R005","Retail","150000","Active"
"C000645","Vijay Kumar","customer645@example.com","9000000645","2026-06-08","City 45","Telangana","R006","Enterprise","175000","Active"
"C000646","Karthik Raj","customer646@example.com","9000000646","2026-06-09","City 46","Gujarat","R007","Retail","200000","Active"
"C000647","Divya Menon","customer647@example.com","9000000647","2026-06-10","City 47","Kerala","R008","Retail","225000","Active"
"C000648","Priya Nair","customer648@example.com","9000000648","2026-06-11","City 48","Rajasthan","R009","SMB","250000","Active"
"C000649","Priya Nair","customer649@example.com","9000000649","2026-06-12","City 49","Uttar Pradesh","R010","Retail","275000","Active"
"C000650","Karthik Raj","customer650@example.com","9000000650","2026-06-13","City 50","Karnataka","R011","SMB","300000","Active"
"C000651","Rahul Verma","customer651@example.com","9000000651","2026-06-14","City 51","Tamil Nadu","R012","SMB","325000","Inactive"
"C000652","Meera Patel","customer652@example.com","9000000652","2026-06-15","City 52","Maharashtra","R013","Enterprise","350000","Active"
"C000653","Vijay Kumar","customer653@example.com","9000000653","2026-06-16","City 53","Delhi","R014","Enterprise","375000","Active"
"C000654","Arjun Rao","customer654@example.com","9000000654","2026-06-17","City 54","West Bengal","R015","SMB","400000","Active"
"C000655","Rahul Verma","customer655@example.com","9000000655","2026-06-18","City 55","Telangana","R016","SMB","425000","Active"
"C000656","Aarav Sharma","customer656@example.com","9000000656","2026-06-19","City 56","Gujarat","R017","Retail","450000","Active"
"C000657","Divya Menon","customer657@example.com","9000000657","2026-06-20","City 57","Kerala","R018","Retail","475000","Active"
"C000658","Aarav Sharma","customer658@example.com","9000000658","2026-06-21","City 58","Rajasthan","R019","SMB","500000","Active"
"C000659","Vijay Kumar","customer659@example.com","9000000659","2026-06-22","City 59","Uttar Pradesh","R020","SMB","525000","Active"
"C000660","Arjun Rao","customer660@example.com","9000000660","2026-06-23","City 60","Karnataka","R001","SMB","50000","Active"
"C000661","Rahul Verma","customer661@example.com","9000000661","2026-06-24","City 61","Tamil Nadu","R002","SMB","75000","Active"
"C000662","Neha Singh","customer662@example.com","9000000662","2026-06-25","City 62","Maharashtra","R003","SMB","100000","Active"
"C000663","Neha Singh","customer663@example.com","9000000663","2026-06-26","City 63","Delhi","R004","SMB","125000","Active"
"C000664","Divya Menon","customer664@example.com","9000000664","2026-06-27","City 64","West Bengal","R005","Enterprise","150000","Active"
"C000665","Rahul Verma","customer665@example.com","9000000665","2026-06-28","City 65","Telangana","R006","Enterprise","175000","Active"
"C000666","Anitha Iyer","customer666@example.com","9000000666","2026-06-29","City 66","Gujarat","R007","Enterprise","200000","Active"
"C000667","Priya Nair","customer667@example.com","9000000667","2026-06-30","City 67","Kerala","R008","Enterprise","225000","Active"
"C000668","Aarav Sharma","customer668@example.com","9000000668","2026-07-01","City 68","Rajasthan","R009","Enterprise","250000","Active"
"C000669","Karthik Raj","customer669@example.com","9000000669","2026-07-02","City 69","Uttar Pradesh","R010","Retail","275000","Active"
"C000670","Meera Patel","customer670@example.com","9000000670","2026-07-03","City 70","Karnataka","R011","Retail","300000","Active"
"C000671","Anitha Iyer","customer671@example.com","9000000671","2026-07-04","City 71","Tamil Nadu","R012","Retail","325000","Active"
"C000672","Rahul Verma","customer672@example.com","9000000672","2026-07-05","City 72","Maharashtra","R013","Enterprise","350000","Active"
"C000673","Karthik Raj","customer673@example.com","9000000673","2026-07-06","City 73","Delhi","R014","SMB","375000","Active"
"C000674","Neha Singh","customer674@example.com","9000000674","2026-07-07","City 74","West Bengal","R015","Enterprise","400000","Active"
"C000675","Priya Nair","customer675@example.com","9000000675","2026-07-08","City 75","Telangana","R016","SMB","425000","Active"
"C000676","Karthik Raj","customer676@example.com","9000000676","2026-07-09","City 76","Gujarat","R017","SMB","450000","Active"
"C000677","Neha Singh","customer677@example.com","9000000677","2026-07-10","City 77","Kerala","R018","Retail","475000","Active"
"C000678","Neha Singh","customer678@example.com","9000000678","2026-07-11","City 78","Rajasthan","R019","SMB","500000","Active"
"C000679","Arjun Rao","customer679@example.com","9000000679","2026-07-12","City 79","Uttar Pradesh","R020","Retail","525000","Active"
"C000680","Priya Nair","customer680@example.com","9000000680","2026-07-13","City 80","Karnataka","R001","SMB","50000","Active"
"C000681","Karthik Raj","customer681@example.com","9000000681","2026-07-14","City 81","Tamil Nadu","R002","SMB","75000","Active"
"C000682","Meera Patel","customer682@example.com","9000000682","2026-07-15","City 82","Maharashtra","R003","Retail","100000","Inactive"
"C000683","Divya Menon","customer683@example.com","9000000683","2026-07-16","City 83","Delhi","R004","Retail","125000","Active"
"C000684","Vijay Kumar","customer684@example.com","9000000684","2026-07-17","City 84","West Bengal","R005","Retail","150000","Active"
"C000685","Karthik Raj","customer685@example.com","9000000685","2026-07-18","City 85","Telangana","R006","SMB","175000","Active"
"C000686","Priya Nair","customer686@example.com","9000000686","2026-07-19","City 86","Gujarat","R007","SMB","200000","Active"
"C000687","Anitha Iyer","customer687@example.com","9000000687","2026-07-20","City 87","Kerala","R008","Enterprise","225000","Active"
"C000688","Meera Patel","customer688@example.com","9000000688","2026-07-21","City 88","Rajasthan","R009","SMB","250000","Active"
"C000689","Arjun Rao","customer689@example.com","9000000689","2026-07-22","City 89","Uttar Pradesh","R010","SMB","275000","Active"
"C000690","Divya Menon","customer690@example.com","9000000690","2026-07-23","City 90","Karnataka","R011","Retail","300000","Active"
"C000691","Priya Nair","customer691@example.com","9000000691","2026-07-24","City 91","Tamil Nadu","R012","Retail","325000","Active"
"C000692","Karthik Raj","customer692@example.com","9000000692","2026-07-25","City 92","Maharashtra","R013","Retail","350000","Active"
"C000693","Aarav Sharma","customer693@example.com","9000000693","2026-07-26","City 93","Delhi","R014","Enterprise","375000","Active"
"C000694","Karthik Raj","customer694@example.com","9000000694","2026-07-27","City 94","West Bengal","R015","Enterprise","400000","Active"
"C000695","Divya Menon","customer695@example.com","9000000695","2026-07-28","City 95","Telangana","R016","Enterprise","425000","Active"
"C000696","Karthik Raj","customer696@example.com","9000000696","2026-07-29","City 96","Gujarat","R017","Enterprise","450000","Active"
"C000697","Priya Nair","customer697@example.com","9000000697","2026-07-30","City 97","Kerala","R018","Enterprise","475000","Active"
"C000698","Meera Patel","customer698@example.com","9000000698","2026-07-31","City 98","Rajasthan","R019","SMB","500000","Active"
"C000699","Anitha Iyer","customer699@example.com","9000000699","2026-08-01","City 99","Uttar Pradesh","R020","SMB","525000","Active"
"C000700","Divya Menon","customer700@example.com","9000000700","2026-08-02","City 100","Karnataka","R001","Enterprise","50000","Active"
"C000701","Anitha Iyer","customer701@example.com","9000000701","2026-08-03","City 101","Tamil Nadu","R002","Retail","75000","Active"
"C000702","Aarav Sharma","customer702@example.com","9000000702","2026-08-04","City 102","Maharashtra","R003","Enterprise","100000","Active"
"C000703","Meera Patel","customer703@example.com","9000000703","2026-08-05","City 103","Delhi","R004","SMB","125000","Active"
"C000704","Neha Singh","customer704@example.com","9000000704","2026-08-06","City 104","West Bengal","R005","SMB","150000","Active"
"C000705","Anitha Iyer","customer705@example.com","9000000705","2026-08-07","City 105","Telangana","R006","SMB","175000","Active"
"C000706","Neha Singh","customer706@example.com","9000000706","2026-08-08","City 106","Gujarat","R007","Retail","200000","Active"
"C000707","Rahul Verma","customer707@example.com","9000000707","2026-08-09","City 107","Kerala","R008","Retail","225000","Active"
"C000708","Arjun Rao","customer708@example.com","9000000708","2026-08-10","City 108","Rajasthan","R009","Enterprise","250000","Active"
"C000709","Meera Patel","customer709@example.com","9000000709","2026-08-11","City 109","Uttar Pradesh","R010","Retail","275000","Active"
"C000710","Divya Menon","customer710@example.com","9000000710","2026-08-12","City 110","Karnataka","R011","Retail","300000","Active"
"C000711","Arjun Rao","customer711@example.com","9000000711","2026-08-13","City 111","Tamil Nadu","R012","SMB","325000","Active"
"C000712","Priya Nair","customer712@example.com","9000000712","2026-08-14","City 112","Maharashtra","R013","SMB","350000","Active"
"C000713","Meera Patel","customer713@example.com","9000000713","2026-08-15","City 113","Delhi","R014","SMB","375000","Inactive"
"C000714","Neha Singh","customer714@example.com","9000000714","2026-08-16","City 114","West Bengal","R015","SMB","400000","Active"
"C000715","Meera Patel","customer715@example.com","9000000715","2026-08-17","City 115","Telangana","R016","Enterprise","425000","Active"
"C000716","Arjun Rao","customer716@example.com","9000000716","2026-08-18","City 116","Gujarat","R017","Retail","450000","Active"
"C000717","Neha Singh","customer717@example.com","9000000717","2026-08-19","City 117","Kerala","R018","Enterprise","475000","Active"
"C000718","Karthik Raj","customer718@example.com","9000000718","2026-08-20","City 118","Rajasthan","R019","Enterprise","500000","Active"
"C000719","Neha Singh","customer719@example.com","9000000719","2026-08-21","City 119","Uttar Pradesh","R020","Enterprise","525000","Active"
"C000720","Priya Nair","customer720@example.com","9000000720","2026-08-22","City 0","Karnataka","R001","Enterprise","50000","Active"
"C000721","Neha Singh","customer721@example.com","9000000721","2026-08-23","City 1","Tamil Nadu","R002","SMB","75000","Active"
"C000722","Aarav Sharma","customer722@example.com","9000000722","2026-08-24","City 2","Maharashtra","R003","Enterprise","100000","Active"
"C000723","Vijay Kumar","customer723@example.com","9000000723","2026-08-25","City 3","Delhi","R004","Retail","125000","Active"
"C000724","Vijay Kumar","customer724@example.com","9000000724","2026-08-26","City 4","West Bengal","R005","Retail","150000","Active"
"C000725","Anitha Iyer","customer725@example.com","9000000725","2026-08-27","City 5","Telangana","R006","Enterprise","175000","Active"
"C000726","Rahul Verma","customer726@example.com","9000000726","2026-08-28","City 6","Gujarat","R007","SMB","200000","Active"
"C000727","Vijay Kumar","customer727@example.com","9000000727","2026-08-29","City 7","Kerala","R008","Enterprise","225000","Active"
"C000728","Anitha Iyer","customer728@example.com","9000000728","2026-08-30","City 8","Rajasthan","R009","Enterprise","250000","Active"
"C000729","Rahul Verma","customer729@example.com","9000000729","2026-08-31","City 9","Uttar Pradesh","R010","Enterprise","275000","Active"
"C000730","Rahul Verma","customer730@example.com","9000000730","2025-09-01","City 10","Karnataka","R011","SMB","300000","Active"
"C000731","Rahul Verma","customer731@example.com","9000000731","2025-09-02","City 11","Tamil Nadu","R012","SMB","325000","Active"
"C000732","Neha Singh","customer732@example.com","9000000732","2025-09-03","City 12","Maharashtra","R013","Retail","350000","Active"
"C000733","Aarav Sharma","customer733@example.com","9000000733","2025-09-04","City 13","Delhi","R014","Retail","375000","Active"
"C000734","Meera Patel","customer734@example.com","9000000734","2025-09-05","City 14","West Bengal","R015","SMB","400000","Active"
"C000735","Vijay Kumar","customer735@example.com","9000000735","2025-09-06","City 15","Telangana","R016","Enterprise","425000","Active"
"C000736","Arjun Rao","customer736@example.com","9000000736","2025-09-07","City 16","Gujarat","R017","Retail","450000","Active"
"C000737","Rahul Verma","customer737@example.com","9000000737","2025-09-08","City 17","Kerala","R018","Retail","475000","Active"
"C000738","Meera Patel","customer738@example.com","9000000738","2025-09-09","City 18","Rajasthan","R019","SMB","500000","Active"
"C000739","Arjun Rao","customer739@example.com","9000000739","2025-09-10","City 19","Uttar Pradesh","R020","Enterprise","525000","Active"
"C000740","Karthik Raj","customer740@example.com","9000000740","2025-09-11","City 20","Karnataka","R001","SMB","50000","Active"
"C000741","Divya Menon","customer741@example.com","9000000741","2025-09-12","City 21","Tamil Nadu","R002","SMB","75000","Active"
"C000742","Rahul Verma","customer742@example.com","9000000742","2025-09-13","City 22","Maharashtra","R003","Retail","100000","Active"
"C000743","Karthik Raj","customer743@example.com","9000000743","2025-09-14","City 23","Delhi","R004","Enterprise","125000","Active"
"C000744","Rahul Verma","customer744@example.com","9000000744","2025-09-15","City 24","West Bengal","R005","Retail","150000","Inactive"
"C000745","Divya Menon","customer745@example.com","9000000745","2025-09-16","City 25","Telangana","R006","Enterprise","175000","Active"
"C000746","Divya Menon","customer746@example.com","9000000746","2025-09-17","City 26","Gujarat","R007","Retail","200000","Active"
"C000747","Anitha Iyer","customer747@example.com","9000000747","2025-09-18","City 27","Kerala","R008","Enterprise","225000","Active"
"C000748","Rahul Verma","customer748@example.com","9000000748","2025-09-19","City 28","Rajasthan","R009","SMB","250000","Active"
"C000749","Priya Nair","customer749@example.com","9000000749","2025-09-20","City 29","Uttar Pradesh","R010","Enterprise","275000","Active"
"C000750","Divya Menon","customer750@example.com","9000000750","2025-09-21","City 30","Karnataka","R011","Enterprise","300000","Active"
"C000751","Meera Patel","customer751@example.com","9000000751","2025-09-22","City 31","Tamil Nadu","R012","SMB","325000","Active"
"C000752","Vijay Kumar","customer752@example.com","9000000752","2025-09-23","City 32","Maharashtra","R013","Enterprise","350000","Active"
"C000753","Arjun Rao","customer753@example.com","9000000753","2025-09-24","City 33","Delhi","R014","Retail","375000","Active"
"C000754","Rahul Verma","customer754@example.com","9000000754","2025-09-25","City 34","West Bengal","R015","SMB","400000","Active"
"C000755","Rahul Verma","customer755@example.com","9000000755","2025-09-26","City 35","Telangana","R016","Enterprise","425000","Active"
"C000756","Neha Singh","customer756@example.com","9000000756","2025-09-27","City 36","Gujarat","R017","Enterprise","450000","Active"
"C000757","Karthik Raj","customer757@example.com","9000000757","2025-09-28","City 37","Kerala","R018","Retail","475000","Active"
"C000758","Aarav Sharma","customer758@example.com","9000000758","2025-09-29","City 38","Rajasthan","R019","Retail","500000","Active"
"C000759","Arjun Rao","customer759@example.com","9000000759","2025-09-30","City 39","Uttar Pradesh","R020","SMB","525000","Active"
"C000760","Arjun Rao","customer760@example.com","9000000760","2025-10-01","City 40","Karnataka","R001","Enterprise","50000","Active"
"C000761","Vijay Kumar","customer761@example.com","9000000761","2025-10-02","City 41","Tamil Nadu","R002","SMB","75000","Active"
"C000762","Karthik Raj","customer762@example.com","9000000762","2025-10-03","City 42","Maharashtra","R003","Retail","100000","Active"
"C000763","Meera Patel","customer763@example.com","9000000763","2025-10-04","City 43","Delhi","R004","Retail","125000","Active"
"C000764","Rahul Verma","customer764@example.com","9000000764","2025-10-05","City 44","West Bengal","R005","SMB","150000","Active"
"C000765","Karthik Raj","customer765@example.com","9000000765","2025-10-06","City 45","Telangana","R006","Enterprise","175000","Active"
"C000766","Divya Menon","customer766@example.com","9000000766","2025-10-07","City 46","Gujarat","R007","Retail","200000","Active"
"C000767","Neha Singh","customer767@example.com","9000000767","2025-10-08","City 47","Kerala","R008","Retail","225000","Active"
"C000768","Aarav Sharma","customer768@example.com","9000000768","2025-10-09","City 48","Rajasthan","R009","SMB","250000","Active"
"C000769","Priya Nair","customer769@example.com","9000000769","2025-10-10","City 49","Uttar Pradesh","R010","Retail","275000","Active"
"C000770","Rahul Verma","customer770@example.com","9000000770","2025-10-11","City 50","Karnataka","R011","SMB","300000","Active"
"C000771","Meera Patel","customer771@example.com","9000000771","2025-10-12","City 51","Tamil Nadu","R012","SMB","325000","Active"
"C000772","Divya Menon","customer772@example.com","9000000772","2025-10-13","City 52","Maharashtra","R013","Enterprise","350000","Active"
"C000773","Priya Nair","customer773@example.com","9000000773","2025-10-14","City 53","Delhi","R014","Enterprise","375000","Active"
"C000774","Vijay Kumar","customer774@example.com","9000000774","2025-10-15","City 54","West Bengal","R015","Enterprise","400000","Active"
"C000775","Karthik Raj","customer775@example.com","9000000775","2025-10-16","City 55","Telangana","R016","Retail","425000","Inactive"
"C000776","Neha Singh","customer776@example.com","9000000776","2025-10-17","City 56","Gujarat","R017","Retail","450000","Active"
"C000777","Priya Nair","customer777@example.com","9000000777","2025-10-18","City 57","Kerala","R018","Retail","475000","Active"
"C000778","Aarav Sharma","","9000000778","2025-10-19","City 58","Rajasthan","R019","SMB","500000","Active"
"C000779","Priya Nair","customer779@example.com","9000000779","2025-10-20","City 59","Uttar Pradesh","R020","Retail","525000","Active"
"C000780","Neha Singh","customer780@example.com","9000000780","2025-10-21","City 60","Karnataka","R001","Enterprise","50000","Active"
"C000781","Aarav Sharma","customer781@example.com","9000000781","2025-10-22","City 61","Tamil Nadu","R002","SMB","75000","Active"
"C000782","Anitha Iyer","customer782@example.com","9000000782","2025-10-23","City 62","Maharashtra","R003","Enterprise","100000","Active"
"C000783","Vijay Kumar","customer783@example.com","9000000783","2025-10-24","City 63","Delhi","R004","SMB","125000","Active"
"C000784","Rahul Verma","customer784@example.com","9000000784","2025-10-25","City 64","West Bengal","R005","SMB","150000","Active"
"C000785","Neha Singh","customer785@example.com","9000000785","2025-10-26","City 65","Telangana","R006","SMB","175000","Active"
"C000786","Arjun Rao","customer786@example.com","9000000786","2025-10-27","City 66","Gujarat","R007","Retail","200000","Active"
"C000787","Priya Nair","customer787@example.com","9000000787","2027-01-15","City 67","Kerala","R008","Enterprise","225000","Active"
"C000788","Anitha Iyer","customer788@example.com","9000000788","2025-10-29","City 68","Rajasthan","R009","SMB","250000","Active"
"C000789","Anitha Iyer","customer789@example.com","9000000789","2025-10-30","City 69","Uttar Pradesh","R010","Retail","275000","Active"
"C000790","Divya Menon","customer790@example.com","9000000790","2025-10-31","City 70","Karnataka","R011","Retail","300000","Active"
"C000791","Aarav Sharma","customer791@example.com","9000000791","2025-11-01","City 71","Tamil Nadu","R012","SMB","325000","Active"
"C000792","Arjun Rao","customer792@example.com","9000000792","2025-11-02","City 72","Maharashtra","R013","Enterprise","350000","Active"
"C000793","Aarav Sharma","customer793@example.com","9000000793","2025-11-03","City 73","Delhi","R014","Retail","375000","Active"
"C000794","Priya Nair","customer794@example.com","9000000794","2025-11-04","City 74","West Bengal","R015","Retail","400000","Active"
"C000795","Divya Menon","customer795@example.com","9000000795","2025-11-05","City 75","Telangana","R016","SMB","425000","Active"
"C000796","Arjun Rao","customer796@example.com","9000000796","2025-11-06","City 76","Gujarat","R017","Retail","450000","Active"
"C000797","Neha Singh","customer797@example.com","9000000797","2025-11-07","City 77","Kerala","R018","Retail","475000","Active"
"C000798","Vijay Kumar","customer798@example.com","9000000798","2025-11-08","City 78","Rajasthan","R019","SMB","500000","Active"
"C000799","Rahul Verma","customer799@example.com","9000000799","2025-11-09","City 79","Uttar Pradesh","R020","Enterprise","525000","Active"
"C000800","Meera Patel","customer800@example.com","9000000800","2025-11-10","City 80","Karnataka","R001","Retail","50000","Active"
"C000801","Priya Nair","customer801@example.com","9000000801","2025-11-11","City 81","Tamil Nadu","R002","Retail","75000","Active"
"C000802","Rahul Verma","customer802@example.com","9000000802","2025-11-12","City 82","Maharashtra","R003","Enterprise","100000","Active"
"C000803","Meera Patel","customer803@example.com","9000000803","2025-11-13","City 83","Delhi","R004","SMB","125000","Active"
"C000804","Neha Singh","customer804@example.com","9000000804","2025-11-14","City 84","West Bengal","R005","Retail","150000","Active"
"C000805","Divya Menon","customer805@example.com","9000000805","2025-11-15","City 85","Telangana","R006","Retail","175000","Active"
"C000806","Anitha Iyer","customer806@example.com","9000000806","2025-11-16","City 86","Gujarat","R007","Retail","200000","Inactive"
"C000807","Rahul Verma","customer807@example.com","9000000807","2025-11-17","City 87","Kerala","R008","Enterprise","225000","Active"
"C000808","Vijay Kumar","customer808@example.com","9000000808","2025-11-18","City 88","Rajasthan","R009","SMB","250000","Active"
"C000809","Anitha Iyer","customer809@example.com","9000000809","2025-11-19","City 89","Uttar Pradesh","R010","SMB","275000","Active"
"C000810","Vijay Kumar","customer810@example.com","9000000810","2025-11-20","City 90","Karnataka","R011","Enterprise","300000","Active"
"C000811","Rahul Verma","customer811@example.com","9000000811","2025-11-21","City 91","Tamil Nadu","R012","Enterprise","325000","Active"
"C000812","Aarav Sharma","customer812@example.com","9000000812","2025-11-22","City 92","Maharashtra","R013","Retail","350000","Active"
"C000813","Neha Singh","customer813@example.com","9000000813","2025-11-23","City 93","Delhi","R014","SMB","375000","Active"
"C000814","Vijay Kumar","customer814@example.com","9000000814","2025-11-24","City 94","West Bengal","R015","SMB","400000","Active"
"C000815","Neha Singh","customer815@example.com","9000000815","2025-11-25","City 95","Telangana","R016","SMB","425000","Active"
"C000816","Rahul Verma","customer816@example.com","9000000816","2025-11-26","City 96","Gujarat","R017","SMB","450000","Active"
"C000817","Aarav Sharma","customer817@example.com","9000000817","2025-11-27","City 97","Kerala","R018","SMB","475000","Active"
"C000818","Aarav Sharma","customer818@example.com","9000000818","2025-11-28","City 98","Rajasthan","R019","SMB","500000","Active"
"C000819","Neha Singh","customer819@example.com","9000000819","2025-11-29","City 99","Uttar Pradesh","R020","Retail","525000","Active"
"C000820","Priya Nair","customer820@example.com","9000000820","2025-11-30","City 100","Karnataka","R001","SMB","50000","Active"
"C000821","Aarav Sharma","customer821@example.com","9000000821","2025-12-01","City 101","Tamil Nadu","R002","Enterprise","75000","Active"
"C000822","Karthik Raj","customer822@example.com","9000000822","2025-12-02","City 102","Maharashtra","R003","Retail","100000","Active"
"C000823","Anitha Iyer","customer823@example.com","9000000823","2025-12-03","City 103","Delhi","R004","Enterprise","125000","Active"
"C000824","Aarav Sharma","customer824@example.com","9000000824","2025-12-04","City 104","West Bengal","R005","Enterprise","150000","Active"
