Issue_ID,Department,Issue_Type,Entity_ID,Entity_Name,Metric,Actual_Value,Expected_Value,Variance,Priority,Root_Cause,Financial_Impact,Recommended_Action,Source,Report_Date
ISSUE-03717,Finance / Collections,Outstanding Receivable > 180 Days,INV0086969,Priya Nair,Outstanding Amount,8786.67,0.0,8786.67,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8786.67,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03718,Finance / Collections,Outstanding Receivable > 180 Days,INV0087669,Arjun Rao,Outstanding Amount,8786.67,0.0,8786.67,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8786.67,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03719,Finance / Collections,Outstanding Receivable > 180 Days,INV0088369,Anitha Iyer,Outstanding Amount,8786.67,0.0,8786.67,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8786.67,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03720,Finance / Collections,Outstanding Receivable > 180 Days,INV0089069,Meera Patel,Outstanding Amount,8786.67,0.0,8786.67,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8786.67,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03721,Finance / Collections,Outstanding Receivable > 180 Days,INV0094669,Arjun Rao,Outstanding Amount,8786.67,0.0,8786.67,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8786.67,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03722,Finance / Collections,Outstanding Receivable > 180 Days,INV0095369,Priya Nair,Outstanding Amount,8786.67,0.0,8786.67,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8786.67,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03723,Finance / Collections,Outstanding Receivable > 180 Days,INV0096069,Aarav Sharma,Outstanding Amount,8786.67,0.0,8786.67,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8786.67,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03724,Finance / Collections,Outstanding Receivable > 180 Days,INV0096769,Priya Nair,Outstanding Amount,8786.67,0.0,8786.67,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8786.67,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03725,Finance / Collections,Outstanding Receivable > 180 Days,INV0097469,Neha Singh,Outstanding Amount,8786.67,0.0,8786.67,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8786.67,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03726,Finance / Collections,Outstanding Receivable > 180 Days,INV0100477,Priya Nair,Outstanding Amount,8773.24,0.0,8773.24,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8773.24,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03727,Finance / Collections,Outstanding Receivable > 180 Days,INV0101177,Neha Singh,Outstanding Amount,8773.24,0.0,8773.24,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8773.24,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03728,Finance / Collections,Outstanding Receivable > 180 Days,INV0101877,Neha Singh,Outstanding Amount,8773.24,0.0,8773.24,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8773.24,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03729,Finance / Collections,Outstanding Receivable > 180 Days,INV0077888,Aarav Sharma,Outstanding Amount,8749.83,0.0,8749.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8749.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03730,Finance / Collections,Outstanding Receivable > 180 Days,INV0078588,Rahul Verma,Outstanding Amount,8749.83,0.0,8749.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8749.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03731,Finance / Collections,Outstanding Receivable > 180 Days,INV0079288,Aarav Sharma,Outstanding Amount,8749.83,0.0,8749.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8749.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03732,Finance / Collections,Outstanding Receivable > 180 Days,INV0079988,Arjun Rao,Outstanding Amount,8749.83,0.0,8749.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8749.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03733,Finance / Collections,Outstanding Receivable > 180 Days,INV0080688,Arjun Rao,Outstanding Amount,8749.83,0.0,8749.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8749.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03734,Finance / Collections,Outstanding Receivable > 180 Days,INV0086288,Meera Patel,Outstanding Amount,8749.83,0.0,8749.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8749.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03735,Finance / Collections,Outstanding Receivable > 180 Days,INV0086988,Vijay Kumar,Outstanding Amount,8749.83,0.0,8749.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8749.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03736,Finance / Collections,Outstanding Receivable > 180 Days,INV0087688,Neha Singh,Outstanding Amount,8749.83,0.0,8749.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8749.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03737,Finance / Collections,Outstanding Receivable > 180 Days,INV0088388,Priya Nair,Outstanding Amount,8749.83,0.0,8749.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8749.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03738,Finance / Collections,Outstanding Receivable > 180 Days,INV0089088,Divya Menon,Outstanding Amount,8749.83,0.0,8749.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8749.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03739,Finance / Collections,Outstanding Receivable > 180 Days,INV0094688,Arjun Rao,Outstanding Amount,8749.83,0.0,8749.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8749.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03740,Finance / Collections,Outstanding Receivable > 180 Days,INV0095388,Arjun Rao,Outstanding Amount,8749.83,0.0,8749.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8749.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03741,Finance / Collections,Outstanding Receivable > 180 Days,INV0096088,Rahul Verma,Outstanding Amount,8749.83,0.0,8749.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8749.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03742,Finance / Collections,Outstanding Receivable > 180 Days,INV0096788,Rahul Verma,Outstanding Amount,8749.83,0.0,8749.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8749.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03743,Finance / Collections,Outstanding Receivable > 180 Days,INV0097488,Priya Nair,Outstanding Amount,8749.83,0.0,8749.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8749.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03744,Finance / Collections,Outstanding Receivable > 180 Days,INV0098188,Anitha Iyer,Outstanding Amount,8749.83,0.0,8749.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8749.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03745,Finance / Collections,Outstanding Receivable > 180 Days,INV0100377,Meera Patel,Outstanding Amount,8742.88,0.0,8742.88,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8742.88,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03746,Finance / Collections,Outstanding Receivable > 180 Days,INV0082269,Anitha Iyer,Outstanding Amount,8741.14,0.0,8741.14,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8741.14,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03747,Finance / Collections,Outstanding Receivable > 180 Days,INV0082969,Anitha Iyer,Outstanding Amount,8741.14,0.0,8741.14,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8741.14,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03748,Finance / Collections,Outstanding Receivable > 180 Days,INV0083669,Karthik Raj,Outstanding Amount,8741.14,0.0,8741.14,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8741.14,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03749,Finance / Collections,Outstanding Receivable > 180 Days,INV0084369,Vijay Kumar,Outstanding Amount,8741.14,0.0,8741.14,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8741.14,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03750,Finance / Collections,Outstanding Receivable > 180 Days,INV0085069,Priya Nair,Outstanding Amount,8741.14,0.0,8741.14,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8741.14,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03751,Finance / Collections,Outstanding Receivable > 180 Days,INV0090669,Divya Menon,Outstanding Amount,8741.14,0.0,8741.14,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8741.14,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03752,Finance / Collections,Outstanding Receivable > 180 Days,INV0091369,Divya Menon,Outstanding Amount,8741.14,0.0,8741.14,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8741.14,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03753,Finance / Collections,Outstanding Receivable > 180 Days,INV0092069,Priya Nair,Outstanding Amount,8741.14,0.0,8741.14,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8741.14,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03754,Finance / Collections,Outstanding Receivable > 180 Days,INV0092769,Anitha Iyer,Outstanding Amount,8741.14,0.0,8741.14,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8741.14,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03755,Finance / Collections,Outstanding Receivable > 180 Days,INV0093469,Rahul Verma,Outstanding Amount,8741.14,0.0,8741.14,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8741.14,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03756,Finance / Collections,Outstanding Receivable > 180 Days,INV0099769,Arjun Rao,Outstanding Amount,8741.14,0.0,8741.14,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8741.14,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03757,Finance / Collections,Outstanding Receivable > 180 Days,INV0100144,Aarav Sharma,Outstanding Amount,8728.11,0.0,8728.11,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8728.11,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03758,Finance / Collections,Outstanding Receivable > 180 Days,INV0100844,Meera Patel,Outstanding Amount,8728.11,0.0,8728.11,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8728.11,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03759,Finance / Collections,Outstanding Receivable > 180 Days,INV0101544,Rahul Verma,Outstanding Amount,8728.11,0.0,8728.11,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8728.11,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03760,Finance / Collections,Outstanding Receivable > 180 Days,INV0100044,Anitha Iyer,Outstanding Amount,8698.42,0.0,8698.42,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8698.42,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03761,Finance / Collections,Outstanding Receivable > 180 Days,INV0100744,Divya Menon,Outstanding Amount,8698.42,0.0,8698.42,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8698.42,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03762,Finance / Collections,Outstanding Receivable > 180 Days,INV0077069,Anitha Iyer,Outstanding Amount,8650.09,0.0,8650.09,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8650.09,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03763,Finance / Collections,Outstanding Receivable > 180 Days,INV0077769,Anitha Iyer,Outstanding Amount,8650.09,0.0,8650.09,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8650.09,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03764,Finance / Collections,Outstanding Receivable > 180 Days,INV0083369,Anitha Iyer,Outstanding Amount,8650.09,0.0,8650.09,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8650.09,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03765,Finance / Collections,Outstanding Receivable > 180 Days,INV0084069,Karthik Raj,Outstanding Amount,8650.09,0.0,8650.09,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8650.09,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03766,Finance / Collections,Outstanding Receivable > 180 Days,INV0084769,Rahul Verma,Outstanding Amount,8650.09,0.0,8650.09,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8650.09,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03767,Finance / Collections,Outstanding Receivable > 180 Days,INV0085469,Divya Menon,Outstanding Amount,8650.09,0.0,8650.09,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8650.09,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03768,Finance / Collections,Outstanding Receivable > 180 Days,INV0086169,Anitha Iyer,Outstanding Amount,8650.09,0.0,8650.09,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8650.09,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03769,Finance / Collections,Outstanding Receivable > 180 Days,INV0092469,Arjun Rao,Outstanding Amount,8650.09,0.0,8650.09,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8650.09,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03770,Finance / Collections,Outstanding Receivable > 180 Days,INV0093169,Neha Singh,Outstanding Amount,8650.09,0.0,8650.09,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8650.09,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03771,Finance / Collections,Outstanding Receivable > 180 Days,INV0093869,Aarav Sharma,Outstanding Amount,8650.09,0.0,8650.09,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8650.09,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03772,Finance / Collections,Outstanding Receivable > 180 Days,INV0094569,Aarav Sharma,Outstanding Amount,8650.09,0.0,8650.09,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8650.09,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03773,Finance / Collections,Outstanding Receivable > 180 Days,INV0095269,Vijay Kumar,Outstanding Amount,8650.09,0.0,8650.09,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8650.09,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03774,Finance / Collections,Outstanding Receivable > 180 Days,INV0101244,Divya Menon,Outstanding Amount,8639.05,0.0,8639.05,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8639.05,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03775,Finance / Collections,Outstanding Receivable > 180 Days,INV0101944,Priya Nair,Outstanding Amount,8639.05,0.0,8639.05,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8639.05,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03776,Finance / Collections,Outstanding Receivable > 180 Days,INV0078983,Priya Nair,Outstanding Amount,8616.46,0.0,8616.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8616.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03777,Finance / Collections,Outstanding Receivable > 180 Days,INV0079683,Aarav Sharma,Outstanding Amount,8616.46,0.0,8616.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8616.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03778,Finance / Collections,Outstanding Receivable > 180 Days,INV0080383,Vijay Kumar,Outstanding Amount,8616.46,0.0,8616.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8616.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03779,Finance / Collections,Outstanding Receivable > 180 Days,INV0081083,Priya Nair,Outstanding Amount,8616.46,0.0,8616.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8616.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03780,Finance / Collections,Outstanding Receivable > 180 Days,INV0081783,Priya Nair,Outstanding Amount,8616.46,0.0,8616.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8616.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03781,Finance / Collections,Outstanding Receivable > 180 Days,INV0087383,Vijay Kumar,Outstanding Amount,8616.46,0.0,8616.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8616.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03782,Finance / Collections,Outstanding Receivable > 180 Days,INV0088083,Neha Singh,Outstanding Amount,8616.46,0.0,8616.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8616.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03783,Finance / Collections,Outstanding Receivable > 180 Days,INV0088783,Anitha Iyer,Outstanding Amount,8616.46,0.0,8616.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8616.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03784,Finance / Collections,Outstanding Receivable > 180 Days,INV0089483,Arjun Rao,Outstanding Amount,8616.46,0.0,8616.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8616.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03785,Finance / Collections,Outstanding Receivable > 180 Days,INV0090183,Meera Patel,Outstanding Amount,8616.46,0.0,8616.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8616.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03786,Finance / Collections,Outstanding Receivable > 180 Days,INV0095783,Karthik Raj,Outstanding Amount,8616.46,0.0,8616.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8616.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03787,Finance / Collections,Outstanding Receivable > 180 Days,INV0096483,Meera Patel,Outstanding Amount,8616.46,0.0,8616.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8616.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03788,Finance / Collections,Outstanding Receivable > 180 Days,INV0097183,Meera Patel,Outstanding Amount,8616.46,0.0,8616.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8616.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03789,Finance / Collections,Outstanding Receivable > 180 Days,INV0097883,Karthik Raj,Outstanding Amount,8616.46,0.0,8616.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8616.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03790,Finance / Collections,Outstanding Receivable > 180 Days,INV0098583,Karthik Raj,Outstanding Amount,8616.46,0.0,8616.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8616.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03791,Finance / Collections,Outstanding Receivable > 180 Days,INV0099283,Priya Nair,Outstanding Amount,8616.46,0.0,8616.46,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8616.46,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03792,Finance / Collections,Outstanding Receivable > 180 Days,INV0100444,Meera Patel,Outstanding Amount,8609.36,0.0,8609.36,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8609.36,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03793,Finance / Collections,Outstanding Receivable > 180 Days,INV0101144,Aarav Sharma,Outstanding Amount,8609.36,0.0,8609.36,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8609.36,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03794,Finance / Collections,Outstanding Receivable > 180 Days,INV0101844,Rahul Verma,Outstanding Amount,8609.36,0.0,8609.36,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8609.36,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03795,Finance / Collections,Outstanding Receivable > 180 Days,INV0080083,Vijay Kumar,Outstanding Amount,8529.42,0.0,8529.42,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8529.42,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03796,Finance / Collections,Outstanding Receivable > 180 Days,INV0080783,Rahul Verma,Outstanding Amount,8529.42,0.0,8529.42,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8529.42,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03797,Finance / Collections,Outstanding Receivable > 180 Days,INV0081483,Divya Menon,Outstanding Amount,8529.42,0.0,8529.42,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8529.42,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03798,Finance / Collections,Outstanding Receivable > 180 Days,INV0082183,Anitha Iyer,Outstanding Amount,8529.42,0.0,8529.42,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8529.42,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03799,Finance / Collections,Outstanding Receivable > 180 Days,INV0082883,Karthik Raj,Outstanding Amount,8529.42,0.0,8529.42,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8529.42,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03800,Finance / Collections,Outstanding Receivable > 180 Days,INV0088483,Karthik Raj,Outstanding Amount,8529.42,0.0,8529.42,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8529.42,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03801,Finance / Collections,Outstanding Receivable > 180 Days,INV0089183,Priya Nair,Outstanding Amount,8529.42,0.0,8529.42,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8529.42,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03802,Finance / Collections,Outstanding Receivable > 180 Days,INV0089883,Priya Nair,Outstanding Amount,8529.42,0.0,8529.42,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8529.42,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03803,Finance / Collections,Outstanding Receivable > 180 Days,INV0090583,Neha Singh,Outstanding Amount,8529.42,0.0,8529.42,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8529.42,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03804,Finance / Collections,Outstanding Receivable > 180 Days,INV0091283,Rahul Verma,Outstanding Amount,8529.42,0.0,8529.42,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8529.42,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03805,Finance / Collections,Outstanding Receivable > 180 Days,INV0091983,Neha Singh,Outstanding Amount,8529.42,0.0,8529.42,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8529.42,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03806,Finance / Collections,Outstanding Receivable > 180 Days,INV0097583,Anitha Iyer,Outstanding Amount,8529.42,0.0,8529.42,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8529.42,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03807,Finance / Collections,Outstanding Receivable > 180 Days,INV0098283,Karthik Raj,Outstanding Amount,8529.42,0.0,8529.42,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8529.42,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03808,Finance / Collections,Outstanding Receivable > 180 Days,INV0098983,Priya Nair,Outstanding Amount,8529.42,0.0,8529.42,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8529.42,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03809,Finance / Collections,Outstanding Receivable > 180 Days,INV0099683,Aarav Sharma,Outstanding Amount,8529.42,0.0,8529.42,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8529.42,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-03810,Finance / Collections,Outstanding Receivable > 180 Days,INV0077483,Meera Patel,Outstanding Amount,8485.9,0.0,8485.9,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",8485.9,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
